SpeciesLatinName,Common.name,Order,Family,Genus,maxAge,weightCaesar,averagedMaturity.yrs,GestationTimeInYears,Metabolic.rate..W.,Body.mass..g.,Temperature..K.
Atilax paludinosus,Marsh mongoose,Carnivora,Herpestidae,Atilax,20.8,3300.0,0.698630136986301,0.208219178082192,,,
Bdeogale nigripes,Black-footed mongoose,Carnivora,Herpestidae,Bdeogale,15.8,2000.0,,,,,
Crossarchus obscurus,Long-nosed cusimanse,Carnivora,Herpestidae,Crossarchus,13.3,790.0,0.750684931506849,0.158904109589041,,,
Cynictis penicillata,Yellow mongoose,Carnivora,Herpestidae,Cynictis,15.2,598.5,2.0,0.153424657534247,,,
Galerella pulverulenta,Cape gray mongoose,Carnivora,Herpestidae,Galerella,11.7,650.0,,0.167123287671233,,,
Galerella sanguinea,Slender mongoose,Carnivora,Herpestidae,Galerella,12.6,500.0,1.0,0.178082191780822,2.202,519.6,311.85
Helogale parvula,Dwarf mongoose,Carnivora,Herpestidae,Helogale,18.0,274.8,1.24931506849315,0.150684931506849,,,
Herpestes brachyurus,Short-tailed mongoose,Carnivora,Herpestidae,Herpestes,,1414.1,,,,,
Herpestes edwardsi,Indian gray mongoose,Carnivora,Herpestidae,Herpestes,12.3,1000.0,0.853041095890411,0.161643835616438,,,
Herpestes ichneumon,Egyptian mongoose,Carnivora,Herpestidae,Herpestes,20.0,2200.0,2.0,0.202739726027397,,,
Herpestes javanicus,Javan mongoose,Carnivora,Herpestidae,Herpestes,16.6,800.0,0.579452054794521,0.134246575342466,2.248,611.0,312.95
Herpestes naso,Long-nosed mongoose,Carnivora,Herpestidae,Herpestes,,3000.0,,,,,
Herpestes smithii,Ruddy mongoose,Carnivora,Herpestidae,Herpestes,17.8,1702.5,,,,,
Herpestes urva,Crab-eating mongoose,Carnivora,Herpestidae,Herpestes,13.3,1863.2,,0.180821917808219,,,
Herpestes vitticollis,Striped-necked mongoose,Carnivora,Herpestidae,Herpestes,12.8,2250.0,,,,,
Ichneumia albicauda,White-tailed mongoose,Carnivora,Herpestidae,Ichneumia,14.8,3500.0,2.06778082191781,,,,
Mungos mungo,Banded mongoose,Carnivora,Herpestidae,Mungos,17.4,1331.5,0.791780821917808,0.164383561643836,,,
Suricata suricatta,Meerkat,Carnivora,Herpestidae,Suricata,20.6,776.0,1.0,0.210958904109589,1.729,850.0,309.45
Crocuta crocuta,Spotted hyena,Carnivora,Hyaenidae,Crocuta,41.1,63000.0,2.37534246575342,0.301369863013699,,,
Hyaena brunnea,Brown hyena,Carnivora,Hyaenidae,Hyaena,31.9,42250.0,2.73972602739726,0.252054794520548,,,
Hyaena hyaena,Striped hyena,Carnivora,Hyaenidae,Hyaena,25.0,40000.0,2.19178082191781,0.246575342465753,31.954,34300.0,310.15
Proteles cristata,Aardwolf,Carnivora,Hyaenidae,Proteles,20.0,10000.0,1.72978082191781,0.23013698630137,11.563,7902.6,309.55
Conepatus chinga,Molina's hog-nosed skunk,Carnivora,Mephitidae,Conepatus,10.0,3400.0,,,,,
Conepatus leuconotus,Hog-nosed skunk,Carnivora,Mephitidae,Conepatus,10.2,1900.0,0.873972602739726,0.153424657534247,,,
Mephitis macroura,Hooded skunk,Carnivora,Mephitidae,Mephitis,,965.0,,0.167123287671233,,,
Mephitis mephitis,Striped skunk,Carnivora,Mephitidae,Mephitis,13.9,3500.0,0.917808219178082,0.172602739726027,,,309.6
Spilogale putorius,Eastern spotted skunk,Carnivora,Mephitidae,Spilogale,10.5,600.0,0.416438356164384,0.0849315068493151,1.674,624.0,309.55
Aonyx capensis,African clawless otter,Carnivora,Mustelidae,Aonyx,14.2,23500.0,1.0,0.172602739726027,,,
Aonyx cinereus,Oriental small-clawed otter,Carnivora,Mustelidae,Aonyx,23.0,3000.0,2.0,0.172602739726027,,,
Arctonyx collaris,Hog badger,Carnivora,Mustelidae,Arctonyx,15.8,10500.0,,0.115068493150685,,,
Eira barbara,Tayra,Carnivora,Mustelidae,Eira,22.3,4500.0,1.20958904109589,0.180821917808219,6.811,2950.0,311.55
Enhydra lutris,Sea otter,Carnivora,Mustelidae,Enhydra,27.0,25850.0,3.20958904109589,0.383561643835616,98.479,26832.8,310.65
Galictis cuja,Lesser grison,Carnivora,Mustelidae,Galictis,10.2,1000.0,,,,,
Galictis vittata,Greater grison,Carnivora,Mustelidae,Galictis,12.5,2300.0,,0.10958904109589,,,
Gulo gulo,Wolverine,Carnivora,Mustelidae,Gulo,19.5,16333.3,2.03561643835616,0.0958904109589041,31.765,12700.0,310.15
Hydrictis maculicollis,Spotted-necked otter,Carnivora,Mustelidae,Hydrictis,22.9,4000.0,2.30635616438356,0.167123287671233,,,
Ictonyx libycus,Saharan striped polecat,Carnivora,Mustelidae,Ictonyx,,425.0,,0.104109589041096,,,
Ictonyx striatus,Striped polecat,Carnivora,Mustelidae,Ictonyx,14.0,910.0,0.954794520547945,0.0986301369863014,,,
Lontra canadensis,Northern river otter,Carnivora,Mustelidae,Lontra,27.0,9000.0,2.0,0.16986301369863,,,311.55
Lontra longicaudis,Neotropical river otter,Carnivora,Mustelidae,Lontra,,7500.0,,0.156164383561644,,,
Lutra lutra,European otter,Carnivora,Mustelidae,Lutra,18.2,6750.0,1.5013698630137,0.167123287671233,25.104,10000.0,311.25
Lutrogale perspicillata,Smooth-coated otter,Carnivora,Mustelidae,Lutrogale,15.0,9000.0,2.58613698630137,0.172602739726027,,,
Martes americana,American marten,Carnivora,Mustelidae,Martes,17.8,884.0,1.0,0.0767123287671233,3.579,966.5,311.15
Martes flavigula,Yellow-throated marten,Carnivora,Mustelidae,Martes,16.0,2500.0,3.45956164383562,0.410958904109589,,,
Martes foina,Beech marten,Carnivora,Mustelidae,Martes,18.2,1700.0,1.75068493150685,0.0821917808219178,,,
Martes martes,European pine marten,Carnivora,Mustelidae,Martes,18.2,1300.0,1.20821917808219,0.0767123287671233,4.0,920.0,310.15
Martes melampus,Japanese marten,Carnivora,Mustelidae,Martes,,1000.0,,,,,
Martes pennanti,Fisher,Carnivora,Mustelidae,Martes,14.3,3175.0,1.0,0.123287671232877,,,311.65
Martes zibellina,Sable,Carnivora,Mustelidae,Martes,18.4,1066.7,1.24931506849315,0.0821917808219178,,,
Meles meles,Old World badger,Carnivora,Mustelidae,Meles,18.6,13000.0,1.0,0.134246575342466,16.647,11050.0,310.15
Mellivora capensis,Honey badger,Carnivora,Mustelidae,Mellivora,31.3,10000.0,,0.493150684931507,,,
Melogale moschata,Chinese ferret-badger,Carnivora,Mustelidae,Melogale,19.0,672.0,,,,,
Melogale personata,Burmese ferret-badger,Carnivora,Mustelidae,Melogale,,2000.0,,,,,
Mustela erminea,Ermine,Carnivora,Mustelidae,Mustela,12.5,110.3,0.63013698630137,0.117808219178082,1.276,125.5,312.75
Mustela eversmanii,Steppe polecat,Carnivora,Mustelidae,Mustela,9.1,1350.0,0.873972602739726,0.0986301369863014,,,
Mustela frenata,Long-tailed weasel,Carnivora,Mustelidae,Mustela,8.8,150.6,0.721917808219178,0.0684931506849315,1.344,225.0,312.15
Mustela lutreola,European mink,Carnivora,Mustelidae,Mustela,8.4,590.0,0.884931506849315,0.147945205479452,,,
Mustela nigripes,Black-footed ferret,Carnivora,Mustelidae,Mustela,9.4,1021.0,1.0,0.117808219178082,,,
Mustela nivalis,Least weasel,Carnivora,Mustelidae,Mustela,9.1,46.9,0.328767123287671,0.0986301369863014,,,
Mustela putorius furo,European polecat,Carnivora,Mustelidae,Mustela,11.1,809.0,0.868493150684931,0.115068493150685,,,
Mustela sibirica,Siberian weasel,Carnivora,Mustelidae,Mustela,8.8,565.0,,0.0794520547945206,,,
Neovison vison,American mink,Carnivora,Mustelidae,Neovison,11.4,925.0,0.965753424657534,0.115068493150685,2.722,660.0,312.15
Poecilogale albinucha,African striped weasel,Carnivora,Mustelidae,Poecilogale,5.2,280.0,1.2027397260274,0.0876712328767123,,,
Pteronura brasiliensis,Giant otter,Carnivora,Mustelidae,Pteronura,17.3,24000.0,2.0,0.186301369863014,,,
Taxidea taxus,American badger,Carnivora,Mustelidae,Taxidea,25.0,8000.0,0.854794520547945,0.112328767123288,15.062,9000.0,311.15
Vormela peregusna,Marbled polecat,Carnivora,Mustelidae,Vormela,8.8,542.5,0.249315068493151,0.167123287671233,,,
Nandinia binotata,African palm civet,Carnivora,Nandiniidae,Nandinia,21.0,1900.0,3.0,0.175342465753425,5.565,4270.0,310.55
Odobenus rosmarus divergens,Walrus,Carnivora,Odobenidae,Odobenus,41.0,1012500.0,6.0,0.906849315068493,,,
Arctocephalus australis,South American fur seal,Carnivora,Otariidae,Arctocephalus,30.6,110000.0,5.0013698630137,0.646575342465753,,,
Arctocephalus forsteri,New Zealand fur seal,Carnivora,Otariidae,Arctocephalus,15.0,55000.0,5.0,0.646575342465753,,,
Arctocephalus galapagoensis,Galapagos fur seal,Carnivora,Otariidae,Arctocephalus,22.0,45500.0,4.0027397260274,0.583561643835616,,,
Arctocephalus gazella,Antarctic fur seal,Carnivora,Otariidae,Arctocephalus,23.0,84500.0,3.5013698630137,0.704109589041096,,,
Arctocephalus pusillus,South African fur seal,Carnivora,Otariidae,Arctocephalus,32.1,127551.0,3.9986301369863,1.00821917808219,,,
Arctocephalus tropicalis,Subantarctic fur seal,Carnivora,Otariidae,Arctocephalus,23.0,50000.0,4.21556164383562,0.978082191780822,,,
Callorhinus ursinus,Northern fur seal,Carnivora,Otariidae,Callorhinus,35.0,165500.0,4.24931506849315,0.657534246575342,,,
Eumetopias jubatus,Steller sea lion,Carnivora,Otariidae,Eumetopias,32.8,415000.0,5.75342465753425,0.750684931506849,,,
Neophoca cinerea,Australian sea lion,Carnivora,Otariidae,Neophoca,31.0,190000.0,4.5013698630137,0.706849315068493,,,
Otaria flavescens,Southern sea lion,Carnivora,Otariidae,Otaria,29.0,207500.0,5.0027397260274,0.978082191780822,,,
Phocarctos hookeri,New Zealand sea lion,Carnivora,Otariidae,Phocarctos,,187580.0,6.0027397260274,1.0,,,
Zalophus californianus,California sea lion,Carnivora,Otariidae,Zalophus,35.7,180000.0,4.0013698630137,0.70958904109589,,,311.25
Cystophora cristata,Hooded seal,Carnivora,Phocidae,Cystophora,35.0,405000.0,4.0013698630137,0.657534246575342,,,
Erignathus barbatus,Bearded seal,Carnivora,Phocidae,Erignathus,31.5,373000.0,5.39041095890411,0.70958904109589,,,
Halichoerus grypus,Gray seal,Carnivora,Phocidae,Halichoerus,42.9,268000.0,4.58493150684932,0.657534246575342,,,
Histriophoca fasciata,Ribbon seal,Carnivora,Phocidae,Histriophoca,31.0,90000.0,3.25205479452055,0.750684931506849,118.59,54000.0,
Hydrurga leptonyx,Leopard seal,Carnivora,Phocidae,Hydrurga,26.0,367750.0,3.5013698630137,0.750684931506849,,,
Leptonychotes weddellii,Weddell seal,Carnivora,Phocidae,Leptonychotes,25.0,425000.0,4.11917808219178,0.832876712328767,,,
Lobodon carcinophaga,Crabeater seal,Carnivora,Phocidae,Lobodon,39.0,250000.0,4.25205479452055,0.70958904109589,,,
Mirounga angustirostris,Northern elephant seal,Carnivora,Phocidae,Mirounga,20.3,1600000.0,4.0013698630137,0.69041095890411,,,
Mirounga leonina,Southern elephant seal,Carnivora,Phocidae,Mirounga,23.0,1400000.0,3.95068493150685,0.602739726027397,,,
Monachus monachus,Mediterranean monk seal,Carnivora,Phocidae,Monachus,23.7,275000.0,4.0027397260274,0.791780821917808,,,
Monachus schauinslandi,Hawaiian monk seal,Carnivora,Phocidae,Monachus,30.0,222500.0,5.0,0.917808219178082,,,
Ommatophoca rossii,Ross seal,Carnivora,Phocidae,Ommatophoca,21.0,177000.0,3.25068493150685,0.624657534246575,,,
Pagophilus groenlandicus,Harp seal,Carnivora,Phocidae,Pagophilus,42.0,180000.0,4.74383561643836,0.624657534246575,,,309.45
Phoca largha,Spotted seal,Carnivora,Phocidae,Phoca,35.5,85000.0,4.0027397260274,0.873972602739726,,,
Phoca vitulina,Harbor seal,Carnivora,Phocidae,Phoca,48.0,115000.0,3.5,0.693150684931507,73.29,27400.0,309.85
Pusa caspica,Caspian seal,Carnivora,Phocidae,Pusa,50.0,86000.0,5.75342465753425,0.904109589041096,,,
Pusa hispida,Ringed seal,Carnivora,Phocidae,Pusa,46.0,90000.0,5.5027397260274,0.687671232876712,,,
Pusa sibirica,Baikal seal,Carnivora,Phocidae,Pusa,56.0,90000.0,6.41917808219178,0.747945205479452,,,
Bassaricyon alleni,Allen's olingo,Carnivora,Procyonidae,Bassaricyon,25.2,1235.0,,,,,
Bassaricyon gabbii,Olingo,Carnivora,Procyonidae,Bassaricyon,21.8,1235.0,1.75205479452055,0.2,,,
Bassariscus astutus,Ringtail,Carnivora,Procyonidae,Bassariscus,19.0,1015.0,0.821917808219178,0.142465753424658,,,310.75
Bassariscus sumichrasti,Cacomistle,Carnivora,Procyonidae,Bassariscus,24.0,900.0,0.821917808219178,0.175342465753425,3.537,1280.0,311.95
Nasua narica,White-nosed coati,Carnivora,Procyonidae,Nasua,26.4,3750.0,1.95068493150685,0.213698630136986,6.733,3670.0,311.75
Nasua nasua,South american coati,Carnivora,Procyonidae,Nasua,23.7,4750.0,2.0,0.2,5.591,3924.3,309.55
Potos flavus,Kinkajou,Carnivora,Procyonidae,Potos,38.4,3000.0,1.87671232876712,0.315068493150685,4.294,2318.0,309.25
Procyon cancrivorus,Crab-eating raccoon,Carnivora,Procyonidae,Procyon,19.0,6270.0,1.0,0.172602739726027,2.588,1160.0,310.15
Procyon lotor,Common raccoon,Carnivora,Procyonidae,Procyon,21.0,6000.0,1.0,0.172602739726027,10.428,4842.2,311.15
Ailuropoda melanoleuca,Giant panda,Carnivora,Ursidae,Ailuropoda,36.8,117500.0,6.00547945205479,0.131506849315068,,,
Helarctos malayanus,Sun bear,Carnivora,Ursidae,Helarctos,35.9,46000.0,6.4986301369863,0.26027397260274,,,311.25
Melursus ursinus,Sloth bear,Carnivora,Ursidae,Melursus,33.3,100000.0,3.0,0.542465753424658,47.064,66957.0,
Tremarctos ornatus,Spectacled bear,Carnivora,Ursidae,Tremarctos,39.0,109250.0,,0.624657534246575,,,
Ursus americanus,American black bear,Carnivora,Ursidae,Ursus,34.0,154250.0,3.5013698630137,0.191780821917808,,,
Ursus arctos,Brown bear,Carnivora,Ursidae,Ursus,40.0,277500.0,3.5972602739726,0.282191780821918,,,310.45
Ursus maritimus,Polar bear,Carnivora,Ursidae,Ursus,43.8,475000.0,4.75068493150685,0.178082191780822,,,309.95
Ursus thibetanus,Asiatic black bear,Carnivora,Ursidae,Ursus,39.2,103750.0,3.0,0.624657534246575,,,310.65
Arctictis binturong,Binturong,Carnivora,Viverridae,Arctictis,27.0,12250.0,2.41780821917808,0.252054794520548,12.747,14280.0,309.85
Arctogalidia trivirgata,Small-toothed palm civet,Carnivora,Viverridae,Arctogalidia,16.1,2250.0,3.0,0.123287671232877,3.085,2010.0,309.35
Chrotogale owstoni,Owston's palm civet,Carnivora,Viverridae,Chrotogale,,3250.0,,0.167123287671233,,,
Civettictis civetta,African civet,Carnivora,Viverridae,Civettictis,28.0,13666.7,0.791780821917808,0.178082191780822,,,
Cynogale bennettii,Otter civet,Carnivora,Viverridae,Cynogale,5.0,4000.0,,,,,
Genetta abyssinica,Abyssinian genet,Carnivora,Viverridae,Genetta,,1650.0,,,,,
Genetta genetta,Small-spotted genet,Carnivora,Viverridae,Genetta,22.7,1866.7,4.05205479452055,0.213698630136986,,,
Genetta maculata,Panther genet,Carnivora,Viverridae,Genetta,20.0,2225.0,,,,,
Genetta pardina,Pardine genet,Carnivora,Viverridae,Genetta,,2000.0,4.0027397260274,,,,
Genetta servalina,Servaline genet,Carnivora,Viverridae,Genetta,,1055.0,,,,,
Genetta tigrina,Large-spotted genet,Carnivora,Viverridae,Genetta,21.3,1820.0,4.0027397260274,0.191780821917808,4.189,1699.0,310.15
Hemigalus derbyanus,Banded palm civet,Carnivora,Viverridae,Hemigalus,16.0,2400.0,,,,,
Paguma larvata,Masked palm civet,Carnivora,Viverridae,Paguma,27.4,4300.0,,,,,
Paradoxurus hermaphroditus,Asian palm civet,Carnivora,Viverridae,Paradoxurus,24.5,3100.0,0.934246575342466,0.164383561643836,5.534,3282.6,309.65
Prionodon linsang,Banded linsang,Carnivora,Viverridae,Prionodon,10.7,700.0,,,,,
Viverra civettina,Malabar civet,Carnivora,Viverridae,Viverra,15.4,12061.0,,,,,
Viverra tangalunga,Malayan civet,Carnivora,Viverridae,Viverra,15.0,7350.0,,,,,
Viverra zibetha,Large indian civet,Carnivora,Viverridae,Viverra,21.7,10000.0,,0.219178082191781,,,
Viverricula indica,Small Indian civet,Carnivora,Viverridae,Viverricula,10.5,3000.0,,,,,
Balaena mysticetus,Bowhead whale,Artiodactyla,Balaenidae,Balaena,211.0,100000000.0,22.4986301369863,1.16438356164384,,,
Eubalaena australis,Southern right whale,Artiodactyla,Balaenidae,Eubalaena,70.0,45000000.0,9.0,1.0,,,
Eubalaena glacialis,North atlantic right whale,Artiodactyla,Balaenidae,Eubalaena,67.0,23000000.0,8.0,0.958904109589041,,,
Balaenoptera acutorostrata,Common minke whale,Artiodactyla,Balaenopteridae,Balaenoptera,50.0,7500000.0,7.50684931506849,0.854794520547945,,,
Balaenoptera borealis,Sei whale,Artiodactyla,Balaenopteridae,Balaenoptera,74.0,20000000.0,10.0054794520548,0.945205479452055,,,
Balaenoptera edeni,Bryde's whale,Artiodactyla,Balaenopteridae,Balaenoptera,72.0,16000000.0,8.5041095890411,1.03013698630137,,,
Balaenoptera musculus,Blue whale,Artiodactyla,Balaenopteridae,Balaenoptera,110.0,136000000.0,5.00547945205479,0.958904109589041,,,
Balaenoptera physalus,Fin whale,Artiodactyla,Balaenopteridae,Balaenoptera,114.0,70000000.0,7.62328767123288,0.936986301369863,,,
Megaptera novaeangliae,Humpback whale,Artiodactyla,Balaenopteridae,Megaptera,95.0,30000000.0,7.96,0.936986301369863,,,309.15
Cephalorhynchus commersonii,Commerson's dolphin,Artiodactyla,Delphinidae,Cephalorhynchus,38.0,50000.0,5.5013698630137,0.958904109589041,,,
Cephalorhynchus hectori hectori,Hector's dolphin,Artiodactyla,Delphinidae,Cephalorhynchus,23.0,50000.0,7.75068493150685,0.916665753424658,,,
Cephalorhynchus hectori maui,Hector's dolphin,Artiodactyla,Delphinidae,Cephalorhynchus,23.0,50000.0,7.75068493150685,0.916665753424658,,,
Delphinus delphis,Short-beaked saddleback dolphin,Artiodactyla,Delphinidae,Delphinus,35.0,80000.0,4.57123287671233,0.958904109589041,,,
Globicephala macrorhynchus,Short-finned pilot whale,Artiodactyla,Delphinidae,Globicephala,63.0,2200000.0,12.0575342465753,1.23835616438356,,,
Globicephala melas,Long-finned pilot whale,Artiodactyla,Delphinidae,Globicephala,60.0,1060000.0,9.38356164383562,1.23287671232877,,,
Grampus griseus,Risso's dolphin,Artiodactyla,Delphinidae,Grampus,42.5,425000.0,,1.0,,,
Lagenodelphis hosei,Fraser's dolphin,Artiodactyla,Delphinidae,Lagenodelphis,,164000.0,7.24931506849315,0.917808219178082,,,
Lagenorhynchus acutus,Atlantic white-sided dolphin,Artiodactyla,Delphinidae,Lagenorhynchus,27.0,208000.0,6.11232876712329,0.975342465753425,,,
Lagenorhynchus obliquidens,Pacific white-sided dolphin,Artiodactyla,Delphinidae,Lagenorhynchus,41.0,103000.0,7.00479452054795,0.975342465753425,,,
Orcaella brevirostris,Irrawaddy dolphin,Artiodactyla,Delphinidae,Orcaella,30.0,190000.0,5.0027397260274,1.16712328767123,,,
Orcinus orca,Killer whale,Artiodactyla,Delphinidae,Orcinus,80.0,3987500.0,10.5071917808219,1.45753424657534,,,309.15
Peponocephala electra,Melon-headed whale,Artiodactyla,Delphinidae,Peponocephala,47.0,206000.0,9.25342465753425,1.0,,,
Pseudorca crassidens,False killer whale,Artiodactyla,Delphinidae,Pseudorca,62.5,748000.0,14.0054794520548,1.23561643835616,,,309.75
Sotalia fluviatilis,River dolphin,Artiodactyla,Delphinidae,Sotalia,43.0,46666.7,,0.917808219178082,,,
Sousa chinensis,Indo-Pacific humpbacked dolphin,Artiodactyla,Delphinidae,Sousa,38.0,280000.0,11.0075342465753,,,,
Stenella attenuata,Pantropical spotted dolphin,Artiodactyla,Delphinidae,Stenella,46.0,112500.0,9.50547945205479,0.945205479452055,,,
Stenella coeruleoalba,Striped dolphin,Artiodactyla,Delphinidae,Stenella,57.5,112500.0,8.02602739726027,0.958904109589041,,,
Steno bredanensis,Rough-toothed dolphin,Artiodactyla,Delphinidae,Steno,32.0,114000.0,10.0,1.03013698630137,,,
Tursiops truncatus,Bottlenosed dolphin,Artiodactyla,Delphinidae,Tursiops,67.0,200000.0,8.93150684931507,1.03013698630137,,,
Eschrichtius robustus,Gray whale,Artiodactyla,Eschrichtiidae,Eschrichtius,77.0,28500000.0,8.00547945205479,1.08219178082192,,,
Berardius bairdii,Baird's beaked whale,Artiodactyla,Hyperoodontidae,Berardius,84.0,11380000.0,10.0068493150685,1.41643835616438,,,
Hyperoodon ampullatus,Northern bottlenose whale,Artiodactyla,Hyperoodontidae,Hyperoodon,37.0,6500000.0,9.50547945205479,1.0,,,
Mesoplodon densirostris,Blainville's beaked whale,Artiodactyla,Hyperoodontidae,Mesoplodon,27.0,1088000.0,9.00547945205479,,,,
Mesoplodon europaeus,Gervais's beaked whale,Artiodactyla,Hyperoodontidae,Mesoplodon,48.0,5600000.0,,,,,
Ziphius cavirostris,Cuvier's beaked whale,Artiodactyla,Hyperoodontidae,Ziphius,62.0,2701000.0,,1.0,,,
Inia geoffrensis,Amazon dolphin,Artiodactyla,Iniidae,Inia,31.3,84000.0,9.35640410958904,1.04931506849315,,,
Lipotes vexillifer,Yangzte river dolphin or baiji,Artiodactyla,Iniidae,Lipotes,24.0,83500.0,8.0,0.873972602739726,,,
Pontoporia blainvillei,Franciscana,Artiodactyla,Iniidae,Pontoporia,16.0,40500.0,2.4986301369863,0.873972602739726,,,
Kogia breviceps,Pygmy sperm whale,Artiodactyla,Kogiidae,Kogia,17.0,424600.0,,0.917808219178082,,,
Delphinapterus leucas,Beluga,Artiodactyla,Monodontidae,Delphinapterus,50.0,1430000.0,11.0075342465753,1.27945205479452,,,308.95
Monodon monoceros,Narwhal,Artiodactyla,Monodontidae,Monodon,50.0,1250000.0,7.0041095890411,1.23287671232877,,,
Neophocaena phocaenoides,Finless porpoise,Artiodactyla,Phocoenidae,Neophocaena,33.0,32500.0,5.0,0.956164383561644,,,
Phocoena phocoena,Harbor porpoise,Artiodactyla,Phocoenidae,Phocoena,20.4,52500.0,3.44657534246575,0.876712328767123,107.675,28500.0,
Phocoenoides dalli,Dall's porpoise,Artiodactyla,Phocoenidae,Phocoenoides,22.0,120000.0,5.75479452054795,0.950684931506849,,,
Physeter macrocephalus,Sperm whale,Artiodactyla,Physeteridae,Physeter,77.0,28500000.0,9.0027397260274,1.37534246575342,,,
Platanista gangetica,Ganges dolphin,Artiodactyla,Platanistidae,Platanista,28.0,70000.0,10.0054794520548,0.945205479452055,,,
Saccopteryx bilineata,Greater sac-winged bat,Chiroptera,Emballonuridae,Saccopteryx,11.0,7.9,1.0,0.350684931506849,0.081,7.8,308.65
Hipposideros fulvus,Fulvus roundleaf bat,Chiroptera,Hipposideridae,Hipposideros,13.0,7.0,1.54246575342466,0.432876712328767,,,
Macroderma gigas,Australian false vampire bat,Chiroptera,Megadermatidae,Macroderma,22.6,150.0,,,0.639,126.0,310.15
Megaderma lyra,Greater false vampire bat,Chiroptera,Megadermatidae,Megaderma,14.0,38.6,1.35616438356164,0.410958904109589,,,
Miniopterus schreibersii,Schreibers's long-fingered bat,Chiroptera,Miniopteridae,Miniopterus,22.0,13.0,1.79041095890411,0.273972602739726,0.145,10.9,310.85
Molossus molossus,Pallas's mastiff bat,Chiroptera,Molossidae,Molossus,6.0,14.0,1.16666712328767,0.295890410958904,,,
Mormopterus planiceps,Southern free-tailed bat,Chiroptera,Molossidae,Mormopterus,,8.8,1.0338904109589,0.328767123287671,,,
Tadarida brasiliensis,Brazilian free-tailed bat,Chiroptera,Molossidae,Tadarida,12.0,12.5,1.12328767123288,0.213698630136986,0.117,13.3,309.15
Tadarida teniotis,European free-tailed bat,Chiroptera,Molossidae,Tadarida,13.0,35.0,,,,,308.25
Mystacina tuberculata,New Zealand lesser short-tailed bat,Chiroptera,Mystacinidae,Mystacina,7.6,23.5,,,,,
