CGid,SYMBOL,seqnames,start,annotation,distanceToTSS,GENENAME,genic,Promoter,main_Categories
cg21590845,SOCS7,chr17,38365302.0,"Exon (ENST00000612932.6/30837, exon 4 of 10)",13458.0,suppressor of cytokine signaling 7,True,False,Exon
cg22031066,RAI1,chr17,17758108.0,"Intron (ENST00000353383.6/10743, intron 2 of 5)",76650.0,retinoic acid induced 1,True,False,Intron
cg22144210,MSI2,chr17,57679579.0,3' UTR,423728.0,musashi RNA binding protein 2,True,False,threeUTR
cg22825729,MIR4738,chr17,75784934.0,Promoter (<=1kb),958.0,microRNA 4738,True,True,Exon
cg23320654,AXIN2,chr17,65558878.0,"Intron (ENST00000307078.10/8313, intron 1 of 10)",2769.0,axin 2,True,False,Intron
cg24357465,SGSM2,chr17,2367303.0,"Exon (ENST00000268989.8/9905, exon 12 of 24)",29802.0,small G protein signaling modulator 2,True,False,Exon
cg24924928,NUFIP2,chr17,29286101.0,"Exon (ENST00000225388.9/57532, exon 2 of 4)",8046.0,nuclear FMR1 interacting protein 2,True,False,Exon
cg24975211,THRA,chr17,40093013.0,3' UTR,30820.0,thyroid hormone receptor alpha,True,False,threeUTR
cg25055739,CA10,chr17,52157819.0,5' UTR,2182.0,carbonic anhydrase 10,True,False,fiveUTR
cg25140691,RARA,chr17,40351071.0,"Intron (ENST00000254066.10/5914, intron 4 of 8)",41891.0,retinoic acid receptor alpha,True,False,Intron
cg25622623,LOC101927855,chr17,61399779.0,Promoter (<=1kb),463.0,uncharacterized LOC101927855,True,True,Promoter
cg26032884,HIC1,chr17,2058657.0,"Exon (ENST00000399849.4/3090, exon 2 of 2)",3558.0,HIC ZBTB transcriptional repressor 1,True,False,Exon
cg26072749,HOXB3,chr17,48579912.0,"Exon (ENST00000548801.1/406902, exon 1 of 1)",10328.0,homeobox B3,True,False,Exon
cg26598122,MSL1,chr17,40129591.0,"Exon (ENST00000398532.9/339287, exon 3 of 9)",7620.0,MSL complex subunit 1,True,False,Exon
cg27294582,HOXB7,chr17,48615092.0,5' UTR,18479.0,homeobox B7,True,False,fiveUTR
cg27430422,TAF15,chr17,35824152.0,"Exon (ENST00000604879.5/8148, exon 7 of 10)",110361.0,TATA-box binding protein associated factor 15,True,False,Exon
cg27492942,MLLT6,chr17,38729712.0,3' UTR,24439.0,"MLLT6, PHD finger containing",True,False,threeUTR
cg27495736,MIR132,chr17,2050006.0,Promoter (<=1kb),1.0,microRNA 132,True,True,Exon
cg27637521,SOCS3,chr17,78359121.0,Promoter (<=1kb),955.0,suppressor of cytokine signaling 3,True,True,fiveUTR
cg01352789,NOL4,chr18,34223228.0,Promoter (<=1kb),322.0,nucleolar protein 4,True,True,Exon
cg01450059,ZNF521,chr18,25140479.0,"Intron (ENST00000361524.8/25925, intron 5 of 7)",211686.0,zinc finger protein 521,True,False,Intron
cg02184281,SMAD7,chr18,48921427.0,"Exon (ENST00000262158.7/4092, exon 4 of 4)",30624.0,SMAD family member 7,True,False,Exon
cg03185524,CELF4,chr18,37351229.0,"Intron (ENST00000420428.7/56853, intron 2 of 12)",214568.0,CUGBP Elav-like family member 4,True,False,Intron
cg03387624,SKOR2,chr18,47251694.0,Promoter (<=1kb),-92.0,SKI family transcriptional corepressor 2,False,True,Promoter
cg03663497,CCDC178,chr18,32975004.0,"Intron (ENST00000581852.5/374864, intron 1 of 2)",161072.0,coiled-coil domain containing 178,True,False,Intron
cg05562063,WDR7,chr18,56873931.0,"Exon (ENST00000586391.1/ENST00000586391.1, exon 1 of 2)",222588.0,WD repeat domain 7,True,False,Exon
cg07499079,ONECUT2,chr18,57486199.0,3' UTR,50825.0,one cut homeobox 2,True,False,threeUTR
cg07776022,ZNF521,chr18,25287482.0,"Intron (ENST00000361524.8/25925, intron 3 of 7)",64683.0,zinc finger protein 521,True,False,Intron
cg07843244,SALL3,chr18,78722543.0,Distal Intergenic,-257732.0,spalt like transcription factor 3,False,False,Intergenic_upstream
cg07903650,ONECUT2,chr18,57435872.0,Promoter (<=1kb),498.0,one cut homeobox 2,True,True,Exon
cg08849105,KLHL14,chr18,32770558.0,"Exon (ENST00000359358.9/57565, exon 2 of 9)",2464.0,kelch like family member 14,True,False,Exon
cg09364634,ZNF521,chr18,25176130.0,"Intron (ENST00000361524.8/25925, intron 5 of 7)",176035.0,zinc finger protein 521,True,False,Intron
cg09482204,ZNF407,chr18,74651247.0,"Intron (ENST00000582337.5/55628, intron 3 of 4)",53377.0,zinc finger protein 407,True,False,Intron
cg10324939,CTAGE1,chr18,22559629.0,Distal Intergenic,-141714.0,cutaneous T cell lymphoma-associated antigen 1,False,False,Intergenic_upstream
cg10402101,TCF4,chr18,55587100.0,5' UTR,1091.0,transcription factor 4,True,False,fiveUTR
cg11803466,SMAD7,chr18,48948569.0,"Intron (ENST00000262158.7/4092, intron 1 of 3)",3482.0,SMAD family member 7,True,False,Intron
cg12053353,MIR924HG,chr18,39059095.0,Distal Intergenic,281542.0,MIR924 host gene,False,False,Intergenic_downstream
cg13608832,ZNF521,chr18,25231172.0,"Intron (ENST00000361524.8/25925, intron 3 of 7)",120993.0,zinc finger protein 521,True,False,Intron
cg14241460,NOL4,chr18,34225049.0,Promoter (1-2kb),-1499.0,nucleolar protein 4,False,True,Promoter
cg14701342,LINC01029,chr18,77833139.0,Distal Intergenic,149576.0,long intergenic non-protein coding RNA 1029,False,False,Intergenic_downstream
cg15580396,ZNF521,chr18,25231018.0,"Intron (ENST00000361524.8/25925, intron 3 of 7)",121147.0,zinc finger protein 521,True,False,Intron
cg16570119,TSHZ1,chr18,75288831.0,3' UTR,78076.0,teashirt zinc finger homeobox 1,True,False,threeUTR
cg17769560,NOL4,chr18,34223154.0,Promoter (<=1kb),396.0,nucleolar protein 4,True,True,Exon
cg18221275,RNF165,chr18,46460595.0,3' UTR,126577.0,ring finger protein 165,True,False,threeUTR
cg18961151,SKOR2,chr18,47251684.0,Promoter (<=1kb),-82.0,SKI family transcriptional corepressor 2,False,True,Promoter
cg18963985,TSHZ1,chr18,75210780.0,Promoter (<=1kb),25.0,teashirt zinc finger homeobox 1,True,True,fiveUTR
cg20025209,RELCH,chr18,62264820.0,"Exon (ENST00000644646.1/57614, exon 18 of 29)",77565.0,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing",True,False,Exon
cg20345626,ZNF521,chr18,25176283.0,"Intron (ENST00000361524.8/25925, intron 5 of 7)",175882.0,zinc finger protein 521,True,False,Intron
cg21602520,BCL2,chr18,63318147.0,"Exon (ENST00000333681.5/596, exon 2 of 3)",1621.0,BCL2 apoptosis regulator,True,False,Exon
cg25410683,SMAD7,chr18,48921744.0,"Exon (ENST00000262158.7/4092, exon 4 of 4)",30307.0,SMAD family member 7,True,False,Exon
cg26418994,CELF4,chr18,37351224.0,"Intron (ENST00000420428.7/56853, intron 2 of 12)",214573.0,CUGBP Elav-like family member 4,True,False,Intron
cg27593991,TCF4,chr18,55587081.0,5' UTR,1110.0,transcription factor 4,True,False,fiveUTR
cg00314427,ERCC1,chr19,45472862.0,3' UTR,5965.0,"ERCC excision repair 1, endonuclease non-catalytic subunit",True,False,threeUTR
cg01631669,TSHZ3,chr19,31346540.0,"Intron (ENST00000651361.1/57616, intron 1 of 6)",2701.0,teashirt zinc finger homeobox 3,True,False,Intron
cg02376954,DAZAP1,chr19,1425897.0,"Exon (ENST00000336761.10/26528, exon 7 of 13)",18328.0,DAZ associated protein 1,True,False,Exon
cg02753151,SLC44A2,chr19,10642919.0,"Exon (ENST00000586078.5/57153, exon 22 of 22)",40409.0,solute carrier family 44 member 2,True,False,Exon
cg03708116,SPRED3,chr19,38390357.0,"Exon (ENST00000586301.5/399473, exon 2 of 6)",1936.0,sprouty related EVH1 domain containing 3,True,False,Exon
cg05191959,POU2F2,chr19,42177335.0,"Intron (ENST00000532176.2/5452, intron 1 of 5)",19249.0,POU class 2 homeobox 2,True,False,Intron
cg05196683,KMT2B,chr19,35719524.0,"Exon (ENST00000420124.2/9757, exon 2 of 37)",1505.0,lysine methyltransferase 2B,True,False,Exon
cg05524242,ATP13A1,chr19,19654063.0,"Exon (ENST00000357324.11/57130, exon 14 of 26)",9612.0,ATPase 13A1,True,False,Exon
cg05750171,ZNF574,chr19,42080086.0,"Exon (ENST00000222339.7/64763, exon 2 of 2)",11609.0,zinc finger protein 574,True,False,Exon
cg06197482,NFIX,chr19,12996438.0,Promoter (<=1kb),830.0,nuclear factor I X,True,True,Promoter
cg06459870,DAZAP1,chr19,1425865.0,"Intron (ENST00000336761.10/26528, intron 6 of 12)",18296.0,DAZ associated protein 1,True,False,Intron
cg06461219,NFIX,chr19,13022927.0,"Intron (ENST00000397661.6/4784, intron 1 of 9)",27319.0,nuclear factor I X,True,False,Intron
cg11642756,NFIX,chr19,13022960.0,"Intron (ENST00000397661.6/4784, intron 1 of 9)",27352.0,nuclear factor I X,True,False,Intron
cg11666770,LOC100505585,chr19,41926758.0,"Intron (ENST00000599589.5/9138, intron 19 of 20)",3664.0,uncharacterized LOC100505585,True,False,Intron
cg12289045,SYT3,chr19,50638104.0,"Intron (ENST00000593901.5/84258, intron 2 of 10)",1722.0,synaptotagmin 3,True,False,Intron
cg13496662,APOC1,chr19,44913112.0,Promoter (1-2kb),-1134.0,apolipoprotein C1,True,True,Exon
cg14443903,ZNF536,chr19,30718448.0,Distal Intergenic,169102.0,zinc finger protein 536,False,False,Intergenic_downstream
cg14458704,LOC100505585,chr19,41937216.0,Distal Intergenic,8396.0,uncharacterized LOC100505585,False,False,Intergenic_downstream
cg14919591,KCTD15,chr19,33796112.0,Promoter (<=1kb),179.0,potassium channel tetramerization domain containing 15,True,True,Promoter
cg15547854,TNPO2,chr19,12702167.0,"Exon (ENST00000425528.5/30000, exon 22 of 26)",21828.0,transportin 2,True,False,Exon
cg18024395,SNRNP70,chr19,49102146.0,3' UTR,16727.0,small nuclear ribonucleoprotein U1 subunit 70,True,False,threeUTR
cg18577444,ZNF536,chr19,30360436.0,"Intron (ENST00000585628.5/9745, intron 3 of 5)",131922.0,zinc finger protein 536,True,False,Intron
cg20236179,ERCC1,chr19,45470664.0,"Exon (ENST00000615753.4/2354, exon 2 of 5)",8163.0,"ERCC excision repair 1, endonuclease non-catalytic subunit",True,False,Exon
cg20565386,CLASRP,chr19,45068090.0,"Exon (ENST00000585432.1/11129, exon 2 of 2)",29045.0,CLK4 associating serine/arginine rich protein,True,False,Exon
cg21089733,ZNF536,chr19,30686844.0,"Intron (ENST00000592773.2/9745, intron 1 of 1)",137498.0,zinc finger protein 536,True,False,Intron
cg21246299,NFIX,chr19,13091530.0,"Intron (ENST00000397661.6/4784, intron 9 of 9)",95922.0,nuclear factor I X,True,False,Intron
cg21839725,KMT2B,chr19,35723809.0,"Exon (ENST00000420124.2/9757, exon 8 of 37)",5790.0,lysine methyltransferase 2B,True,False,Exon
cg23314464,KMT2B,chr19,35723890.0,"Exon (ENST00000420124.2/9757, exon 8 of 37)",5871.0,lysine methyltransferase 2B,True,False,Exon
cg23344477,LOC100505585,chr19,41928629.0,"Exon (ENST00000594513.1/100505585, exon 1 of 2)",5535.0,uncharacterized LOC100505585,True,False,Exon
cg23567910,ZNF536,chr19,30224550.0,Promoter (3-4kb),-3964.0,zinc finger protein 536,True,True,Promoter
cg24080303,DAZAP1,chr19,1425903.0,"Exon (ENST00000336761.10/26528, exon 7 of 13)",18334.0,DAZ associated protein 1,True,False,Exon
cg24707133,RAB4B-EGLN2,chr19,40807237.0,3' UTR,28966.0,RAB4B-EGLN2 readthrough (NMD candidate),True,False,threeUTR
cg25383995,MIDN,chr19,1253999.0,"Exon (ENST00000586843.2/90007, exon 3 of 4)",5446.0,midnolin,True,False,Exon
cg00535482,TBR1,chr2,161415802.0,Promoter (<=1kb),-494.0,T-box brain transcription factor 1,False,True,Promoter
cg00587168,DLX1,chr2,172093840.0,Distal Intergenic,6473.0,distal-less homeobox 1,False,False,Intergenic_downstream
cg00643485,CCDC88A,chr2,55303112.0,3' UTR,116500.0,coiled-coil domain containing 88A,True,False,threeUTR
cg01059743,EGR4,chr2,73293656.0,Promoter (<=1kb),44.0,early growth response 4,True,True,fiveUTR
cg01571965,BCL11A,chr2,60460693.0,3' UTR,93773.0,BAF chromatin remodeling complex subunit BCL11A,True,False,threeUTR
cg01585174,TEX41,chr2,144774661.0,"Intron (ENST00000654442.1/401014, intron 4 of 8)",108349.0,testis expressed 41,True,False,Intron
cg01698540,MIR4432HG,chr2,60110580.0,Distal Intergenic,272456.0,MIR4432 host gene,False,False,Intergenic_downstream
cg01846532,ARHGAP15,chr2,143390235.0,"Intron (ENST00000552641.5/55843, intron 6 of 7)",260822.0,Rho GTPase activating protein 15,True,False,Intron
cg01998606,ZEB2,chr2,144403976.0,5' UTR,26957.0,zinc finger E-box binding homeobox 2,True,False,fiveUTR
cg02007453,DLX1,chr2,172085716.0,Promoter (<=1kb),976.0,distal-less homeobox 1,True,True,Exon
cg02177464,BAZ2B,chr2,159453749.0,"Exon (ENST00000392783.7/29994, exon 4 of 37)",162798.0,bromodomain adjacent to zinc finger domain 2B,True,False,Exon
cg02471195,ARHGAP15,chr2,143594437.0,"Intron (ENST00000295095.11/55843, intron 11 of 13)",465018.0,Rho GTPase activating protein 15,True,False,Intron
cg02629039,PAX8-AS1,chr2,113244617.0,"Exon (ENST00000263335.11/7849, exon 4 of 10)",9413.0,PAX8 antisense RNA 1,True,False,Exon
cg02766818,BCL11A,chr2,60555120.0,Promoter (<=1kb),-654.0,BAF chromatin remodeling complex subunit BCL11A,False,True,Promoter
cg02828846,KCNH7,chr2,162421588.0,"Intron (ENST00000618399.4/90134, intron 8 of 14)",116487.0,potassium voltage-gated channel subfamily H member 7,True,False,Intron
cg03588035,RAB11FIP5,chr2,73081656.0,"Exon (ENST00000486777.6/26056, exon 4 of 6)",31126.0,RAB11 family interacting protein 5,True,False,Exon
cg03957108,OTX1,chr2,63049410.0,Promoter (<=1kb),-646.0,orthodenticle homeobox 1,False,True,Promoter
cg04291050,SP9,chr2,174339424.0,Distal Intergenic,4470.0,Sp9 transcription factor,False,False,Intergenic_downstream
cg04318752,EVX2,chr2,176078557.0,3' UTR,5355.0,even-skipped homeobox 2,True,False,threeUTR
cg04707251,HNRNPLL,chr2,38581978.0,"Exon (ENST00000449105.8/92906, exon 6 of 13)",20949.0,heterogeneous nuclear ribonucleoprotein L like,True,False,Exon
cg05243338,SATB2,chr2,199380434.0,"Exon (ENST00000417098.6/23314, exon 5 of 11)",84673.0,SATB homeobox 2,True,False,Exon
cg05322294,ZEB2-AS1,chr2,144520585.0,5' UTR,2607.0,ZEB2 antisense RNA 1,True,False,fiveUTR
cg05359706,OSBPL6,chr2,178331552.0,"Exon (ENST00000392505.6/114880, exon 6 of 26)",137071.0,oxysterol binding protein like 6,True,False,Exon
cg05535461,METAP1D,chr2,172072476.0,"Intron (ENST00000315796.5/254042, intron 6 of 9)",72523.0,"methionyl aminopeptidase type 1D, mitochondrial",True,False,Intron
cg05690769,EVX2,chr2,176075868.0,Distal Intergenic,8045.0,even-skipped homeobox 2,False,False,Intergenic_downstream
cg05801832,ZEB2-AS1,chr2,144520304.0,5' UTR,2326.0,ZEB2 antisense RNA 1,True,False,fiveUTR
cg05967003,EVX2,chr2,176073495.0,Distal Intergenic,10418.0,even-skipped homeobox 2,False,False,Intergenic_downstream
cg06158983,NRXN1,chr2,50054993.0,"Exon (ENST00000401669.7/9378, exon 20 of 23)",977138.0,neurexin 1,True,False,Exon
cg06639082,BCL11A,chr2,60557356.0,Promoter (2-3kb),-2890.0,BAF chromatin remodeling complex subunit BCL11A,False,True,Promoter
cg06807725,MYO3B,chr2,170214765.0,"Exon (ENST00000409940.6/140469, exon 5 of 30)",36620.0,myosin IIIB,True,False,Exon
cg07071132,HOXD-AS2,chr2,176136390.0,Promoter (<=1kb),622.0,HOXD cluster antisense RNA 2,True,True,Promoter
cg07279255,EN1,chr2,118847861.0,Promoter (<=1kb),-184.0,engrailed homeobox 1,False,True,Promoter
cg07900685,IKZF2,chr2,213056893.0,3' UTR,94715.0,IKAROS family zinc finger 2,True,False,threeUTR
cg08396875,DOCK10,chr2,224982328.0,"Exon (ENST00000644695.1/55619, exon 1 of 57)",60113.0,dedicator of cytokinesis 10,True,False,Exon
cg08454381,PAX8-AS1,chr2,113244601.0,"Exon (ENST00000263335.11/7849, exon 4 of 10)",9397.0,PAX8 antisense RNA 1,True,False,Exon
cg08627730,GTDC1,chr2,144096641.0,"Intron (ENST00000392869.6/79712, intron 5 of 10)",139098.0,glycosyltransferase like domain containing 1,True,False,Intron
cg09227056,EVX2,chr2,176075721.0,Distal Intergenic,8192.0,even-skipped homeobox 2,False,False,Intergenic_downstream
cg09557545,MEIS1-AS3,chr2,66433445.0,Promoter (<=1kb),24.0,MEIS1 antisense RNA 3,True,True,Exon
cg09670972,YPEL5,chr2,30158652.0,"Exon (ENST00000379519.7/51646, exon 4 of 4)",11711.0,yippee like 5,True,False,Exon
cg10233638,FIGN,chr2,163733520.0,"Intron (ENST00000409634.5/55137, intron 2 of 2)",2491.0,"fidgetin, microtubule severing factor",True,False,Intron
cg10480998,HOXD3,chr2,176146250.0,"Intron (ENST00000432796.2/3232, intron 1 of 1)",9293.0,homeobox D3,True,False,Intron
cg10801485,ZEB2,chr2,144465934.0,"Intron (ENST00000636820.1/9839, intron 1 of 8)",16406.0,zinc finger E-box binding homeobox 2,True,False,Intron
cg11156581,SIX3,chr2,44942823.0,"Exon (ENST00000260653.5/6496, exon 1 of 2)",1121.0,SIX homeobox 3,True,False,Exon
cg11235379,TBR1,chr2,161417813.0,"Exon (ENST00000389554.8/10716, exon 2 of 6)",1516.0,T-box brain transcription factor 1,True,False,Exon
cg11355954,OLA1,chr2,174081855.0,"Intron (ENST00000284719.8/29789, intron 8 of 10)",166676.0,Obg like ATPase 1,True,False,Intron
cg11405955,TEX41,chr2,145669043.0,"Intron (ENST00000651680.1/ENST00000651680.1, intron 1 of 1)",598224.0,testis expressed 41,True,False,Intron
cg11458204,CCDC85A,chr2,56375774.0,"Intron (ENST00000607540.1/114800, intron 3 of 3)",228144.0,coiled-coil domain containing 85A,True,False,Intron
cg11514832,ZEB2,chr2,144466014.0,"Intron (ENST00000636820.1/9839, intron 1 of 8)",16326.0,zinc finger E-box binding homeobox 2,True,False,Intron
cg12818872,LRPPRC,chr2,43905666.0,"Intron (ENST00000260665.12/10128, intron 31 of 37)",90322.0,leucine rich pentatricopeptide repeat containing,True,False,Intron
cg13233081,LINC01117,chr2,176818200.0,"Intron (ENST00000652227.1/102724224, intron 5 of 5)",180464.0,long intergenic non-protein coding RNA 1117,True,False,Intron
cg13400013,EN1,chr2,118850010.0,Promoter (2-3kb),-2333.0,engrailed homeobox 1,False,True,Promoter
cg13589316,LINC01831,chr2,104052556.0,"Intron (ENST00000537492.5/ENST00000537492.5, intron 1 of 3)",361451.0,long intergenic non-protein coding RNA 1831,True,False,Intron
cg13851328,ATOH8,chr2,85764072.0,"Exon (ENST00000469442.5/84913, exon 2 of 3)",12728.0,atonal bHLH transcription factor 8,True,False,Exon
cg14297772,EN1,chr2,118847634.0,Promoter (<=1kb),43.0,engrailed homeobox 1,True,True,fiveUTR
cg14361875,LINC01812,chr2,67846376.0,Distal Intergenic,-20815.0,long intergenic non-protein coding RNA 1812,False,False,Intergenic_upstream
cg14384416,SH3YL1,chr2,193393.0,Distal Intergenic,37765.0,SH3 and SYLF domain containing 1,False,False,Intergenic_downstream
cg14811158,FIGN,chr2,163325312.0,Distal Intergenic,410671.0,"fidgetin, microtubule severing factor",False,False,Intergenic_downstream
cg14821110,NEUROD1,chr2,181684526.0,Promoter (3-4kb),-3650.0,neuronal differentiation 1,True,True,Promoter
cg15237969,PSMD14,chr2,161356198.0,"Intron (ENST00000409682.8/10213, intron 3 of 11)",47773.0,"proteasome 26S subunit, non-ATPase 14",True,False,Intron
cg15253243,TMEM198,chr2,219544069.0,Promoter (<=1kb),406.0,transmembrane protein 198,True,True,fiveUTR
cg15855274,HOXD-AS2,chr2,176136510.0,Promoter (<=1kb),502.0,HOXD cluster antisense RNA 2,True,True,Promoter
cg16286672,FIGN,chr2,163732790.0,"Intron (ENST00000409634.5/55137, intron 2 of 2)",3221.0,"fidgetin, microtubule severing factor",True,False,Intron
cg16367356,PSME4,chr2,53949164.0,"Exon (ENST00000404125.6/23198, exon 2 of 47)",21828.0,proteasome activator subunit 4,True,False,Exon
cg16378867,XPO1,chr2,61538272.0,Promoter (<=1kb),83.0,exportin 1,True,True,fiveUTR
cg16437032,PKP4,chr2,158577295.0,3' UTR,120331.0,plakophilin 4,True,False,threeUTR
cg16542942,LOC101928386,chr2,143842306.0,Distal Intergenic,-94766.0,uncharacterized LOC101928386,False,False,Intergenic_upstream
cg16636772,POU3F3,chr2,104862147.0,"Intron (ENST00000598623.1/ENST00000598623.1, intron 2 of 2)",8032.0,POU class 3 homeobox 3,True,False,Intron
cg16745091,CLASP1,chr2,121418657.0,"Exon (ENST00000646274.1/23332, exon 22 of 39)",187402.0,cytoplasmic linker associated protein 1,True,False,Exon
cg16764906,HAT1,chr2,171966532.0,"Exon (ENST00000392584.2/8520, exon 2 of 4)",44084.0,histone acetyltransferase 1,True,False,Exon
cg16981766,INO80D,chr2,206062971.0,5' UTR,23154.0,INO80 complex subunit D,True,False,fiveUTR
cg17251355,LINC01793,chr2,59278032.0,"Exon (ENST00000409590.1/101927285, exon 3 of 3)",60324.0,long intergenic non-protein coding RNA 1793,True,False,Exon
cg17905888,LINC01876,chr2,155727368.0,Distal Intergenic,297244.0,long intergenic non-protein coding RNA 1876,False,False,Intergenic_downstream
cg17986111,CTNNA2,chr2,80303544.0,"Exon (ENST00000417012.5/347730, exon 2 of 3)",1118313.0,catenin alpha 2,True,False,Exon
cg18060631,PKDCC,chr2,42051539.0,"Intron (ENST00000294964.6/91461, intron 1 of 6)",3518.0,"protein kinase domain containing, cytoplasmic",True,False,Intron
cg18141557,POU3F3,chr2,104855768.0,"Exon (ENST00000361360.4/5455, exon 1 of 1)",1653.0,POU class 3 homeobox 3,True,False,Exon
cg18419637,MEIS1,chr2,66512232.0,"Exon (ENST00000272369.14/4211, exon 8 of 13)",77107.0,Meis homeobox 1,True,False,Exon
cg18433728,CHN1,chr2,174846961.0,Promoter (<=1kb),593.0,chimerin 1,True,True,Exon
cg18672716,SH3YL1,chr2,193256.0,Distal Intergenic,37902.0,SH3 and SYLF domain containing 1,False,False,Intergenic_downstream
cg18679961,MIR4432HG,chr2,59924543.0,"Intron (ENST00000606382.1/ENST00000606382.1, intron 1 of 3)",458493.0,MIR4432 host gene,True,False,Intron
cg18743610,ZEB2,chr2,144439566.0,"Intron (ENST00000637045.1/9839, intron 1 of 8)",15633.0,zinc finger E-box binding homeobox 2,True,False,Intron
cg19195912,FIGN,chr2,163944507.0,"Intron (ENST00000429636.1/ENST00000429636.1, intron 3 of 4)",-208496.0,"fidgetin, microtubule severing factor",True,False,Intron
cg19271316,TRIP12,chr2,229880039.0,"Exon (ENST00000283943.9/9320, exon 2 of 41)",41969.0,thyroid hormone receptor interactor 12,True,False,Exon
cg19561061,LRPPRC,chr2,44033862.0,Distal Intergenic,-37874.0,leucine rich pentatricopeptide repeat containing,False,False,Intergenic_upstream
cg19584582,EVX2,chr2,176075743.0,Distal Intergenic,8170.0,even-skipped homeobox 2,False,False,Intergenic_downstream
cg19711579,NEUROD1,chr2,181680835.0,Promoter (<=1kb),40.0,neuronal differentiation 1,True,True,fiveUTR
cg20059238,WDPCP,chr2,63434717.0,"Intron (ENST00000272321.12/51057, intron 8 of 17)",153759.0,WD repeat containing planar cell polarity effector,True,False,Intron
cg20185523,SPOPL,chr2,138564953.0,3' UTR,63183.0,speckle type BTB/POZ protein like,True,False,threeUTR
cg20391664,NR4A2,chr2,156326973.0,"Intron (ENST00000339562.9/4929, intron 5 of 7)",5747.0,nuclear receptor subfamily 4 group A member 2,True,False,Intron
cg20583171,PAX3,chr2,222269347.0,"Intron (ENST00000392069.6/5077, intron 4 of 9)",29633.0,paired box 3,True,False,Intron
cg20621276,KCNJ3,chr2,154699294.0,5' UTR,1439.0,potassium inwardly rectifying channel subfamily J member 3,True,False,fiveUTR
cg20804050,EN1,chr2,118847865.0,Promoter (<=1kb),-188.0,engrailed homeobox 1,False,True,Promoter
cg20884304,ARHGAP15,chr2,143401857.0,"Intron (ENST00000552641.5/55843, intron 6 of 7)",272444.0,Rho GTPase activating protein 15,True,False,Intron
cg20895555,POU3F3,chr2,104853928.0,Promoter (<=1kb),-186.0,POU class 3 homeobox 3,True,True,Promoter
cg21621248,CTNNA2,chr2,80304717.0,5' UTR,1119486.0,catenin alpha 2,True,False,fiveUTR
cg21907062,OLA1,chr2,174081061.0,"Exon (ENST00000462000.1/29789, exon 4 of 4)",167470.0,Obg like ATPase 1,True,False,Exon
cg22067905,LRPPRC,chr2,43905631.0,"Intron (ENST00000260665.12/10128, intron 31 of 37)",90357.0,leucine rich pentatricopeptide repeat containing,True,False,Intron
cg22100382,ACVR2A,chr2,147512452.0,Distal Intergenic,-332016.0,activin A receptor type 2A,False,False,Intergenic_upstream
cg22267613,ZEB2-AS1,chr2,144521227.0,Promoter (<=1kb),631.0,ZEB2 antisense RNA 1,True,True,Exon
cg22454769,FHL2,chr2,105399310.0,Promoter (<=1kb),356.0,four and a half LIM domains 2,True,True,fiveUTR
cg22943590,MEIS1,chr2,66421665.0,Distal Intergenic,-11787.0,Meis homeobox 1,False,False,Intergenic_upstream
cg23183090,MEMO1,chr2,31893253.0,"Exon (ENST00000413686.1/51072, exon 6 of 7)",117303.0,mediator of cell motility 1,True,False,Exon
cg23207462,MEIS1,chr2,66435465.0,5' UTR,2013.0,Meis homeobox 1,True,False,fiveUTR
cg23627331,FAP,chr2,162188580.0,"Intron (ENST00000422436.5/2191, intron 6 of 12)",10245.0,fibroblast activation protein alpha,True,False,Intron
cg23940242,FIGN,chr2,163735054.0,Promoter (<=1kb),957.0,"fidgetin, microtubule severing factor",True,True,fiveUTR
cg23948922,EPHA4,chr2,221425936.0,3' UTR,146367.0,EPH receptor A4,True,False,threeUTR
cg23998570,EVX2,chr2,176075839.0,Distal Intergenic,8074.0,even-skipped homeobox 2,False,False,Intergenic_downstream
cg24087602,TTN-AS1,chr2,178752226.0,"Intron (ENST00000659121.1/101927055, intron 6 of 12)",229001.0,TTN antisense RNA 1,True,False,Intron
cg24488281,ZEB2-AS1,chr2,144520539.0,"Exon (ENST00000427278.8/100303491, exon 3 of 3)",2561.0,ZEB2 antisense RNA 1,True,False,Exon
cg24615318,FIGN,chr2,163735042.0,Promoter (<=1kb),969.0,"fidgetin, microtubule severing factor",True,True,fiveUTR
cg25118671,PRKCE,chr2,45652096.0,Promoter (<=1kb),751.0,protein kinase C epsilon,True,True,fiveUTR
cg25424883,WDR33,chr2,127763116.0,3' UTR,48054.0,WD repeat domain 33,True,False,threeUTR
cg25530799,TEX41,chr2,144615974.0,Distal Intergenic,-50337.0,testis expressed 41,False,False,Intergenic_upstream
cg26012482,LINC00299,chr2,8283025.0,"Intron (ENST00000430192.5/339789, intron 6 of 7)",41604.0,long intergenic non-protein coding RNA 299,True,False,Intron
cg26067250,DLX1,chr2,172085721.0,Promoter (<=1kb),981.0,distal-less homeobox 1,True,True,Exon
cg26260350,OTX1,chr2,63050797.0,Promoter (<=1kb),740.0,orthodenticle homeobox 1,True,True,Exon
cg26294431,ERBB4,chr2,212536145.0,"Intron (ENST00000342788.9/2066, intron 1 of 27)",2656.0,erb-b2 receptor tyrosine kinase 4,True,False,Intron
cg26363341,PIKFYVE,chr2,208304946.0,3' UTR,38691.0,"phosphoinositide kinase, FYVE-type zinc finger containing",True,False,threeUTR
